Var1,main_folder1,main_folder2,sub_folder1,sub_folder2,permute_number,folder_pair_index,processing_time,feature_count,feature_types
0.728166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute165_WINS_BINS_match,permute165_FC_BOLD_match,165,1,1768528579.23438,364,BNC+WNC+FC+BOLD
0.776833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute166_WINS_BINS_match,permute166_FC_BOLD_match,166,1,1768528579.22861,364,BNC+WNC+FC+BOLD
0.742333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute167_WINS_BINS_match,permute167_FC_BOLD_match,167,1,1768528579.53098,364,BNC+WNC+FC+BOLD
0.732333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute168_WINS_BINS_match,permute168_FC_BOLD_match,168,1,1768528576.07229,364,BNC+WNC+FC+BOLD
0.809833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute169_WINS_BINS_match,permute169_FC_BOLD_match,169,1,1768528577.32128,364,BNC+WNC+FC+BOLD
0.791333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute16_WINS_BINS_match,permute16_FC_BOLD_match,16,1,1768528564.62902,364,BNC+WNC+FC+BOLD
0.727166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute170_WINS_BINS_match,permute170_FC_BOLD_match,170,1,1768528577.47621,364,BNC+WNC+FC+BOLD
0.743833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute171_WINS_BINS_match,permute171_FC_BOLD_match,171,1,1768528576.11438,364,BNC+WNC+FC+BOLD
0.792166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute172_WINS_BINS_match,permute172_FC_BOLD_match,172,1,1768528576.71408,364,BNC+WNC+FC+BOLD
0.721166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute173_WINS_BINS_match,permute173_FC_BOLD_match,173,1,1768528577.12993,364,BNC+WNC+FC+BOLD
0.765166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute174_WINS_BINS_match,permute174_FC_BOLD_match,174,1,1768528576.62783,364,BNC+WNC+FC+BOLD
0.773833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute175_WINS_BINS_match,permute175_FC_BOLD_match,175,1,1768528577.17664,364,BNC+WNC+FC+BOLD
0.822833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute176_WINS_BINS_match,permute176_FC_BOLD_match,176,1,1768528576.68001,364,BNC+WNC+FC+BOLD
0.770333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute177_WINS_BINS_match,permute177_FC_BOLD_match,177,1,1768528576.86944,364,BNC+WNC+FC+BOLD
0.7325,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute178_WINS_BINS_match,permute178_FC_BOLD_match,178,1,1768528576.57258,364,BNC+WNC+FC+BOLD
0.8615,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute179_WINS_BINS_match,permute179_FC_BOLD_match,179,1,1768528576.55447,364,BNC+WNC+FC+BOLD
0.784666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute17_WINS_BINS_match,permute17_FC_BOLD_match,17,1,1768528565.51322,364,BNC+WNC+FC+BOLD
0.740833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute180_WINS_BINS_match,permute180_FC_BOLD_match,180,1,1768528576.73025,364,BNC+WNC+FC+BOLD
0.766833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute181_WINS_BINS_match,permute181_FC_BOLD_match,181,1,1768528577.49075,364,BNC+WNC+FC+BOLD
0.648166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute182_WINS_BINS_match,permute182_FC_BOLD_match,182,1,1768528577.87313,364,BNC+WNC+FC+BOLD
0.758,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute183_WINS_BINS_match,permute183_FC_BOLD_match,183,1,1768528576.36649,364,BNC+WNC+FC+BOLD
0.7735,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute184_WINS_BINS_match,permute184_FC_BOLD_match,184,1,1768528575.9237,364,BNC+WNC+FC+BOLD
0.787333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute185_WINS_BINS_match,permute185_FC_BOLD_match,185,1,1768528576.23663,364,BNC+WNC+FC+BOLD
0.712166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute186_WINS_BINS_match,permute186_FC_BOLD_match,186,1,1768528576.49468,364,BNC+WNC+FC+BOLD
0.788833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute187_WINS_BINS_match,permute187_FC_BOLD_match,187,1,1768528575.24637,364,BNC+WNC+FC+BOLD
0.823833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute188_WINS_BINS_match,permute188_FC_BOLD_match,188,1,1768528577.96731,364,BNC+WNC+FC+BOLD
0.856666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute189_WINS_BINS_match,permute189_FC_BOLD_match,189,1,1768528577.83625,364,BNC+WNC+FC+BOLD
